???????,?????????,????,???????2,??????????????3,?????????????4
C2526,?????,?????,51.77,78,291
C2526,?????,?????,59.88,68,291
C1022,?????,???,46.9,89,352
C1022,?????,???,46.9,62,352
C1022,?????,???,46.9,155,352
C1022,?????,???,46.9,83,352
C1896,?????,???,39.59,129,658
C1896,?????,???,39.72,123,658
C1896,?????,???,46.9,179,658
C1896,?????,???,46.9,108,658
C1896,?????,???,46.9,31,658
C1896,?????,???,59.88,142,658
C1269,?????,???,39.48,153,572
C1269,?????,???,46.96,52,572
C1269,?????,???,46.96,104,572
C1269,?????,???,51.86,252,572
C1916,?????,???,39.48,279,822
C1916,?????,???,46.96,94,822
C1916,?????,???,46.96,180,822
C1916,?????,???,51.86,263,822
C2070,?????,???,39.48,242,909
C2070,?????,???,46.96,82,909
C2070,?????,???,46.96,152,909
C2070,?????,???,51.86,302,909
C2070,?????,???,59.57,120,909
C1967,?????,???,36.91,238,530
C1967,?????,???,46.83,88,530
C1967,?????,???,46.83,130,530
C1967,?????,???,46.83,125,530
C2021,?????,???,36.92,225,771
C2021,?????,???,46.82,32,771
C2021,?????,???,46.82,42,771
C2021,?????,???,46.82,16,771
C2021,?????,???,46.82,14,771
C2021,?????,???,46.82,76,771
C2021,?????,???,46.82,6,771
C2021,?????,???,46.82,14,771
C2021,?????,???,46.83,147,771
C2021,?????,???,51.9,192,771
C2021,?????,???,59.88,29,771
C2021,?????,???,59.99,58,771
C1143,?????,???,36.57,347,717
C1143,?????,???,36.78,108,717
C1143,?????,???,45.53,238,717
C2188,?????,???,39.42,136,136
C2651,?????,???,39.51,113,277
C2651,?????,???,46.18,112,277
C1036,?????,???,36.65,135,1016
C1036,?????,???,46.9,45,1016
C1036,?????,???,46.9,171,1016
C1036,?????,???,46.9,81,1016
C1036,?????,???,46.9,90,1016
C1036,?????,???,51.93,184,1016
C1036,?????,???,51.93,36,1016
C2657,?????,???,36.65,238,692
C2657,?????,???,46.9,74,692
C2657,?????,???,46.9,148,692
C2657,?????,???,46.9,102,692
C2657,?????,???,46.9,140,692
C2657,?????,???,51.93,134,692
C2657,?????,???,51.93,30,692
C2527,?????,???,36.65,133,317
C2527,?????,???,46.9,45,317
C2527,?????,???,46.9,85,317
C2527,?????,???,51.93,100,317
C2527,?????,???,51.93,20,317
C1502,?????,??Åç????,46.9,241,552
C1502,?????,??Åç????,46.9,166,552
C2262,?????,??Åç????,39.45,128,581
C2262,?????,??Åç????,39.63,105,581
C2262,?????,??Åç????,39.63,15,581
C2262,?????,??Åç????,46.7,85,581
C2262,?????,??Åç????,46.9,87,581
C2262,?????,??Åç????,46.9,15,581
C2262,?????,??Åç????,51.93,225,581
C2262,?????,??Åç????,51.93,60,581
C1084,?????,?????,39.63,84,280
C1084,?????,?????,39.63,12,280
C1084,?????,?????,46.9,91,280
C1084,?????,?????,46.9,45,280
C1084,?????,?????,59.89,16,280
C1084,?????,?????,59.89,32,280
C2530,?????,??????,39.93,40,296
C2530,?????,??????,39.93,13,296
C2530,?????,??????,46.96,30,296
C2530,?????,??????,46.96,15,296
C2530,?????,??????,59.78,156,296
C2530,?????,??????,59.84,53,296
C1046,?????,??????,36.62,129,195
C1046,?????,??????,36.62,45,195
C1046,?????,??????,51.93,58,195
C1761,?????,??????,36.62,150,715
C1761,?????,??????,46.9,73,715
C1761,?????,??????,46.9,148,715
C1761,?????,??????,47.4,15,715
C1761,?????,??????,51.93,76,715
C1761,?????,??????,51.93,140,715
C1102,?????,??????,36.65,120,525
C1102,?????,??????,36.65,60,525
C1102,?????,??????,46.91,170,525
C1102,?????,??????,46.91,82,525
C1102,?????,??????,51.93,75,525
C1102,?????,??????,51.93,15,525
C2420,?????,?ìû??????,39.63,103,537
C2420,?????,?ìû??????,39.63,16,537
C2420,?????,?ìû??????,46.9,52,537
C2420,?????,?ìû??????,46.9,26,537
C2420,?????,?ìû??????,51.93,78,537
C2420,?????,?ìû??????,51.93,52,537
C2420,?????,?ìû??????,59.89,130,537
C1122,?????,?ìû??????,39.48,129,728
C1122,?????,?ìû??????,39.72,54,728
C1122,?????,?ìû??????,39.72,36,728
C1122,?????,?ìû??????,46.89,44,728
C1122,?????,?ìû??????,46.9,298,728
C1122,?????,?ìû??????,46.9,118,728
C1122,?????,?ìû??????,46.9,129,728
C2042,?????,?ìû??????,39.48,129,641
C2042,?????,?ìû??????,46.89,44,641
C2042,?????,?ìû??????,46.9,280,641
C2042,?????,?ìû??????,46.9,130,641
C2042,?????,?ìû??????,46.9,129,641
C1375,?????,?????,46.9,141,761
C1375,?????,?????,46.9,95,761
C1375,?????,?????,46.91,63,761
C1375,?????,?????,46.91,31,761
C1375,?????,?????,51.93,29,761
C1375,?????,?????,51.93,19,761
C1375,?????,?????,59.88,379,761
C1410,?????,??????,36.65,156,550
C1410,?????,??????,36.65,52,550
C1410,?????,??????,59.88,148,550
C1641,?????,?????,36.62,90,227
C1641,?????,?????,46.9,86,227
C1641,?????,?????,51.93,87,227
C1641,?????,?????,51.93,20,227
C1706,?????,???,36.72,86,403
C1706,?????,???,36.72,74,403
C1706,?????,???,51.92,204,403
C1706,?????,???,51.92,89,403
C1706,?????,???,53.26,14,403
C1307,?????,???,36.91,60,436
C1307,?????,???,36.93,95,436
C1307,?????,???,46.96,106,436
C1307,?????,???,46.96,9,436
C1307,?????,???,46.96,49,436
C1307,?????,???,51.97,118,436
C1307,?????,???,51.97,10,436
C1307,?????,???,59.94,59,436
C2601,?????,???,51.86,24,214
C2601,?????,???,51.9,24,214
C2601,?????,???,51.97,56,214
C2601,?????,???,51.97,83,214
C2601,?????,???,59.94,56,214
C1085,?????,???,36.63,225,422
C1085,?????,???,36.63,45,422
C1085,?????,???,46.22,180,422
C1085,?????,???,46.22,75,422
C2385,?????,???,46.9,172,404
C2385,?????,???,46.9,68,404
C2385,?????,???,51.93,164,404
C2385,?????,???,51.93,41,404
C1059,?????,??????,39.51,126,362
C1059,?????,??????,39.84,91,362
C1059,?????,??????,39.84,39,362
C1059,?????,??????,46.18,126,362
C1059,?????,??????,46.73,88,362
C1059,?????,??????,46.73,44,362
C2162,?????,??????,51.93,116,281
C2162,?????,??????,51.93,58,281
C2162,?????,??????,59.88,200,281
C1819,?????,??????,51.93,100,253
C1819,?????,??????,51.93,50,253
C1819,?????,??????,59.88,180,253
C2325,?????,??????,36.64,118,265
C2325,?????,??????,46.89,80,265
C2325,?????,??????,46.89,96,265
C2325,?????,??????,51.91,57,265
C2325,?????,??????,51.91,27,265
C2394,?????,???????,39.59,56,222
C2394,?????,???????,39.63,15,222
C2394,?????,???????,39.63,15,222
C2394,?????,???????,46.9,45,222
C2394,?????,???????,46.9,15,222
C2394,?????,???????,46.9,42,222
C2394,?????,???????,51.93,14,222
C2394,?????,???????,51.93,75,222
C1133,?????,??????,33.7,150,777
C1133,?????,??????,36.47,130,777
C1133,?????,??????,36.57,76,777
C1133,?????,??????,46.75,75,777
C1133,?????,??????,46.98,315,777
C1133,?????,??????,51.88,110,777
C1281,?????,??????,33.7,116,583
C1281,?????,??????,36.47,97,583
C1281,?????,??????,36.57,220,583
C1281,?????,??????,46.75,58,583
C1281,?????,??????,46.98,155,583
C1194,?????,????????????,51.61,29,413
C1194,?????,????????????,51.86,148,413
C1194,?????,????????????,51.87,15,413
C1194,?????,????????????,51.99,86,413
C1194,?????,????????????,59.57,233,413
C2308,?????,??????,51.92,39,200
C2308,?????,??????,51.99,78,200
C2308,?????,??????,59.57,168,200
C2036,?????,??????,46.9,29,199
C2036,?????,??????,46.9,87,199
C2036,?????,??????,46.9,58,199
C2036,?????,??????,59.88,82,199
C1394,?????,??????,36.63,177,329
C1394,?????,??????,36.63,68,329
C1394,?????,??????,46.22,154,329
C1394,?????,??????,46.22,67,329
C1180,?????,??????,51.93,50,241
C1180,?????,??????,51.93,104,241
C1180,?????,??????,59.88,160,241
C2503,?????,????????????,39.51,175,306
C2503,?????,????????????,39.84,34,306
C2503,?????,????????????,39.84,19,306
C2503,?????,????????????,46.11,136,306
C2503,?????,????????????,46.11,7,306
C2503,?????,????????????,46.11,11,306
C1907,?????,????????????,39.39,28,163
C1907,?????,????????????,39.5,25,163
C1907,?????,????????????,39.63,56,163
C1907,?????,????????????,49.37,28,163
C1907,?????,????????????,49.63,26,163
C1907,?????,????????????,49.7,49,163
C2181,?????,??????,36.62,453,733
C2181,?????,??????,36.62,89,733
C2181,?????,??????,46.9,45,733
C2181,?????,??????,46.9,90,733
C2181,?????,??????,51.93,117,733
C2181,?????,??????,51.93,78,733
C1768,?????,??????,51.88,246,370
C1768,?????,??????,59.57,262,370
C1783,?????,?ìû??????,39.48,180,596
C1783,?????,?ìû??????,46.9,45,596
C1783,?????,?ìû??????,46.9,30,596
C1783,?????,?ìû??????,46.9,135,596
C1783,?????,?ìû??????,59.88,204,596
C2192,?????,??????,33.95,180,442
C2192,?????,??????,39.8,130,442
C2192,?????,??????,39.8,42,442
C2192,?????,??????,46.99,90,442
C2192,?????,??????,46.99,72,442
C2346,?????,??????,46.9,164,449
C2346,?????,??????,46.9,30,449
C2346,?????,??????,51.93,88,449
C2346,?????,??????,51.93,132,449
C2346,?????,??????,59.88,144,449
C2680,?????,?????,36.63,486,564
C2680,?????,?????,46.71,149,564
C2680,?????,?????,46.71,123,564
C2631,?????,?????,39.49,127,612
C2631,?????,?????,39.88,135,612
C2631,?????,?????,39.88,60,612
C2631,?????,?????,46.45,129,612
C2631,?????,?????,46.96,45,612
C2631,?????,?????,46.96,30,612
C2631,?????,?????,51.86,286,612
C2141,?????,?????,36.62,120,445
C2141,?????,?????,41.99,120,445
C2141,?????,?????,46.9,120,445
C2141,?????,?????,46.9,144,445
C1569,?????,?????,36.19,43,442
C1569,?????,?????,36.23,46,442
C1569,?????,?????,36.3,23,442
C1569,?????,?????,36.63,227,442
C1569,?????,?????,36.63,53,442
C1569,?????,?????,46.22,200,442
C1569,?????,?????,46.22,39,442
C2099,?????,??????,39.56,80,258
C2099,?????,??????,46.9,76,258
C2099,?????,??????,46.9,36,258
C2099,?????,??????,46.9,84,258
C2099,?????,??????,59.89,56,258
C2287,?????,??????,39.72,38,330
C2287,?????,??????,39.72,25,330
C2287,?????,??????,46.9,167,330
C2287,?????,??????,46.9,39,330
C2287,?????,??????,46.9,75,330
C2287,?????,??????,51.93,26,330
C2287,?????,??????,51.93,39,330
C2055,?????,??????,39.72,177,817
C2055,?????,??????,39.72,80,817
C2055,?????,??????,46.9,222,817
C2055,?????,??????,46.9,114,817
C2055,?????,??????,51.93,150,817
C2055,?????,??????,51.93,30,817
C1428,?????,??????,36.65,109,360
C1428,?????,??????,46.91,47,360
C1428,?????,??????,46.91,24,360
C1428,?????,??????,46.91,74,360
C1428,?????,??????,46.91,37,360
C1428,?????,??????,51.93,70,360
C1428,?????,??????,51.93,14,360
C2522,?????,??????,39.72,314,698
C2522,?????,??????,39.72,67,698
C2522,?????,??????,46.9,84,698
C2522,?????,??????,46.9,15,698
C2522,?????,??????,46.9,87,698
C2522,?????,??????,51.93,150,698
C2522,?????,??????,51.93,30,698
C2560,?????,??????,51.86,288,374
C2560,?????,??????,59.57,84,374
C2068,?????,??????,51.86,322,384
C2068,?????,??????,59.57,112,384
C2603,?????,??????,46.79,30,393
C2603,?????,??????,46.9,244,393
C2603,?????,??????,46.9,115,393
C2603,?????,??????,46.9,30,393
C2603,?????,??????,59.29,30,393
C2603,?????,??????,59.88,89,393
C1965,?????,??????,39.66,174,480
C1965,?????,??????,39.66,84,480
C1965,?????,??????,45.79,120,480
C1965,?????,??????,45.79,60,480
C1965,?????,??????,59.86,60,480
C1660,?????,?????,39.51,90,550
C1660,?????,?????,39.84,60,550
C1660,?????,?????,39.84,30,550
C1660,?????,?????,46.18,88,550
C1660,?????,?????,46.71,60,550
C1660,?????,?????,46.71,30,550
C1660,?????,?????,51.71,240,550
C1660,?????,?????,59.99,120,550
C2378,?????,???,51.86,388,640
C2378,?????,???,51.88,270,640
C2378,?????,???,59.57,120,640
C2378,?????,???,59.57,40,640
C1268,?????,???,36.72,276,911
C1268,?????,???,39.48,108,911
C1268,?????,???,46.96,171,911
C1268,?????,???,46.96,282,911
C1268,?????,???,51.86,108,911
C1268,?????,???,59.57,90,911
C1994,?????,?????,46.84,114,319
C1994,?????,?????,46.84,89,319
C1994,?????,?????,51.93,149,319
C1994,?????,?????,51.93,79,319
C1837,?????,?????,33.48,159,366
C1837,?????,?????,33.48,73,366
C1837,?????,?????,46.9,78,366
C1837,?????,?????,46.9,39,366
C1837,?????,?????,51.97,60,366
C1837,?????,?????,51.97,58,366
C1000,?????,??????,39.57,318,438
C1000,?????,??????,39.57,26,438
C1000,?????,??????,39.93,75,438
C1000,?????,??????,46.7,36,438
C1000,?????,??????,46.9,36,438
C1000,?????,??????,51.93,60,438
C1000,?????,??????,51.93,15,438
C1465,?????,??????,36.5,232,812
C1465,?????,??????,36.5,296,812
C1465,?????,??????,36.9,24,812
C1465,?????,??????,46.73,80,812
C1465,?????,??????,46.9,116,812
C1465,?????,??????,46.93,113,812
C1448,?????,?????????,46.85,80,1050
C1448,?????,?????????,46.9,416,1050
C1448,?????,?????????,46.9,130,1050
C1448,?????,?????????,46.9,14,1050
C1448,?????,?????????,51.26,156,1050
C1448,?????,?????????,51.26,48,1050
C1448,?????,?????????,51.82,160,1050
C1448,?????,?????????,59.64,82,1050
C1448,?????,?????????,59.69,30,1050
C1516,?????,??????,36.16,205,367
C1516,?????,??????,36.16,87,367
C1516,?????,??????,36.16,22,367
C1516,?????,??????,46.61,118,367
C1516,?????,??????,46.61,24,367
C2670,?????,??????,33.52,192,600
C2670,?????,??????,39.73,144,600
C2670,?????,??????,39.84,144,600
C2670,?????,??????,39.84,24,600
C2670,?????,??????,51.66,144,600
C1365,?????,???,39.62,44,903
C1365,?????,???,39.62,22,903
C1365,?????,???,46.96,89,903
C1365,?????,???,51.81,15,903
C1365,?????,???,51.9,103,903
C1365,?????,???,59.59,142,903
C1365,?????,???,59.87,34,903
C1365,?????,???,59.87,262,903
C1365,?????,???,59.92,28,903
C1365,?????,???,59.94,136,903
C1177,?????,??????????,33.82,262,1756
C1177,?????,??????????,33.82,36,1756
C1177,?????,??????????,33.91,241,1756
C1177,?????,??????????,39.52,118,1756
C1177,?????,??????????,39.8,7,1756
C1177,?????,??????????,39.91,420,1756
C1177,?????,??????????,39.91,11,1756
C1177,?????,??????????,39.91,40,1756
C1177,?????,??????????,39.91,9,1756
C1177,?????,??????????,39.94,35,1756
C1177,?????,??????????,46.69,154,1756
C1177,?????,??????????,46.84,34,1756
C1177,?????,??????????,46.97,72,1756
C1177,?????,??????????,51.76,70,1756
C1177,?????,??????????,51.83,12,1756
C1177,?????,??????????,51.9,147,1756
C1360,?????,?????,33.48,172,362
C1360,?????,?????,41.99,127,362
C1360,?????,?????,46.9,48,362
C1360,?????,?????,46.9,24,362
C1360,?????,?????,51.97,48,362
C1360,?????,?????,51.97,24,362
C2488,?????,?????????,39.25,299,1105
C2488,?????,?????????,39.77,90,1105
C2488,?????,?????????,39.96,201,1105
C2488,?????,?????????,46.54,90,1105
C2488,?????,?????????,46.85,116,1105
C2488,?????,?????????,46.9,261,1105
C2488,?????,?????????,46.9,85,1105
C2488,?????,?????????,46.98,73,1105
C1406,?????,??????????,33.82,396,1741
C1406,?????,??????????,33.82,47,1741
C1406,?????,??????????,33.82,19,1741
C1406,?????,??????????,33.91,123,1741
C1406,?????,??????????,39.52,246,1741
C1406,?????,??????????,39.91,305,1741
C1406,?????,??????????,39.91,37,1741
C1406,?????,??????????,46.69,58,1741
C1406,?????,??????????,46.69,30,1741
C1406,?????,??????????,46.97,150,1741
C1406,?????,??????????,51.76,116,1741
C1406,?????,??????????,51.76,30,1741
C1406,?????,??????????,51.83,15,1741
C1406,?????,??????????,51.9,75,1741
C1566,?????,??????,36.52,12,387
C1566,?????,??????,36.74,258,387
C1566,?????,??????,36.74,28,387
C1566,?????,??????,46.46,56,387
C1566,?????,??????,46.46,24,387
C1566,?????,??????,51.6,84,387
C1227,?????,?????,29.95,75,707
C1227,?????,?????,29.96,85,707
C1227,?????,?????,36.81,295,707
C1227,?????,?????,36.81,40,707
C1227,?????,?????,46.73,16,707
C1227,?????,?????,46.73,16,707
C1227,?????,?????,46.92,75,707
C1227,?????,?????,51.87,146,707
C1227,?????,?????,51.87,58,707
C2460,?????,???,26.9,192,879
C2460,?????,???,36.8,339,879
C2460,?????,???,46.93,92,879
C2460,?????,???,46.93,86,879
C2460,?????,???,46.93,172,879
C2460,?????,???,55.88,136,879
C2486,?????,?????,29.95,44,515
C2486,?????,?????,29.96,65,515
C2486,?????,?????,36.81,201,515
C2486,?????,?????,36.81,20,515
C2486,?????,?????,36.81,18,515
C2486,?????,?????,46.73,20,515
C2486,?????,?????,46.73,20,515
C2486,?????,?????,46.92,44,515
C2486,?????,?????,51.87,106,515
C2486,?????,?????,51.87,51,515
C2106,?????,??????,33.39,180,434
C2106,?????,??????,39.57,43,434
C2106,?????,??????,39.57,129,434
C2106,?????,??????,46.9,62,434
C2106,?????,??????,46.9,90,434
C1572,?????,?????,33.55,88,770
C1572,?????,?????,33.55,294,770
C1572,?????,?????,36.74,68,770
C1572,?????,?????,36.74,140,770
C1572,?????,?????,46.43,234,770
C1572,?????,?????,51.55,113,770
C1773,?????,???,26.91,141,772
C1773,?????,???,36.76,23,772
C1773,?????,???,36.93,292,772
C1773,?????,???,46.73,59,772
C1773,?????,???,46.83,133,772
C1773,?????,???,46.83,20,772
C1773,?????,???,46.94,60,772
C1773,?????,???,55.7,56,772
C1773,?????,???,55.74,56,772
C1677,?????,???,26.47,108,1039
C1677,?????,???,26.88,132,1039
C1677,?????,???,36.64,108,1039
C1677,?????,???,36.64,60,1039
C1677,?????,???,36.73,210,1039
C1677,?????,???,46.42,72,1039
C1677,?????,???,46.7,140,1039
C1677,?????,???,46.94,64,1039
C1677,?????,???,51.98,122,1039
C1677,?????,???,59.4,50,1039
C1677,?????,???,59.4,78,1039
C1823,?????,??????,36.74,308,584
C1823,?????,??????,36.74,24,584
C1823,?????,??????,46.43,24,584
C1823,?????,??????,46.43,153,584
C1823,?????,??????,46.43,24,584
C1823,?????,??????,46.43,20,584
C1344,?????,?????????,51.89,35,467
C1344,?????,?????????,59.93,43,467
C1344,?????,?????????,74.97,41,467
C1344,?????,?????????,84.95,39,467
C1344,?????,?????????,84.97,42,467
C1344,?????,?????????,84.99,100,467
C2692,?????,?????,36.64,277,409
C2692,?????,?????,36.64,57,409
C2692,?????,?????,46.49,60,409
C2692,?????,?????,46.49,45,409
C2692,?????,?????,51.59,60,409
C2505,?????,?????,36.77,52,153
C2505,?????,?????,36.77,18,153
C2505,?????,?????,36.77,80,153
C2505,?????,?????,46.46,10,153
C2505,?????,?????,46.48,40,153
C2587,?????,?????,39.57,228,506
C2587,?????,?????,39.57,60,506
C2587,?????,?????,39.93,46,506
C2587,?????,?????,46.9,60,506
C2587,?????,?????,46.9,12,506
C2587,?????,?????,51.93,174,506
C2587,?????,?????,51.93,23,506
C2127,?????,?????,39.57,240,592
C2127,?????,?????,39.57,112,592
C2127,?????,?????,46.9,60,592
C2127,?????,?????,46.9,60,592
C2127,?????,?????,46.9,108,592
C2127,?????,?????,51.35,120,592
C1316,?????,???????,33.76,96,27
C1316,?????,???????,51.73,11,27
C1674,?????,??????,36.55,33,262
C1674,?????,??????,36.55,17,262
C1674,?????,??????,36.57,140,262
C1674,?????,??????,46.25,36,262
C1674,?????,??????,46.25,70,262
C1674,?????,??????,46.9,22,262
C1713,?????,?????,36.5,196,527
C1713,?????,?????,36.5,84,527
C1713,?????,?????,36.5,129,527
C1713,?????,?????,36.5,45,527
C1713,?????,?????,46.54,90,527
C1713,?????,?????,51.93,112,527
C1845,?????,??????,36.74,156,248
C1845,?????,??????,46.46,90,248
C1845,?????,??????,46.51,30,248
C1845,?????,??????,51.6,30,248
C2082,?????,???,26.9,176,845
C2082,?????,???,36.8,332,845
C2082,?????,???,46.93,144,845
C2082,?????,???,46.93,62,845
C2082,?????,???,46.93,120,845
C2082,?????,???,55.88,136,845
C1328,?????,???,26.12,160,871
C1328,?????,???,36.55,144,871
C1328,?????,???,36.55,26,871
C1328,?????,???,36.64,207,871
C1328,?????,???,36.78,33,871
C1328,?????,???,46.49,69,871
C1328,?????,???,46.49,63,871
C1328,?????,???,46.61,92,871
C1328,?????,???,46.61,38,871
C1328,?????,???,51.75,128,871
C1328,?????,???,51.75,32,871
C2357,?????,?•ÎÅç????,33.51,99,484
C2357,?????,?•ÎÅç????,39.64,66,484
C2357,?????,?•ÎÅç????,39.86,99,484
C2357,?????,?•ÎÅç????,46.21,66,484
C2357,?????,?•ÎÅç????,46.98,38,484
C2357,?????,?•ÎÅç????,51.3,165,484
C2565,?????,?????,39.72,30,915
C2565,?????,?????,39.72,10,915
C2565,?????,?????,39.83,179,915
C2565,?????,?????,46.9,112,915
C2565,?????,?????,46.9,30,915
C2565,?????,?????,46.9,150,915
C2565,?????,?????,46.9,30,915
C2565,?????,?????,46.9,15,915
C2565,?????,?????,46.9,60,915
C2565,?????,?????,51.93,240,915
C2565,?????,?????,51.93,90,915
C2565,?????,?????,59.88,60,915
C1804,?????,???,75.56,6,629
C1804,?????,???,84.64,4,629
C1804,?????,???,84.97,13,629
C1804,?????,???,84.98,3,629
C1397,?????,?????????,23.32,51,1590
C1397,?????,?????????,46.79,4,1590
C1397,?????,?????????,46.91,69,1590
C1397,?????,?????????,51.96,24,1590
C1397,?????,?????????,51.99,80,1590
C1397,?????,?????????,59.93,142,1590
C2255,?????,???????,29.33,24,400
C2255,?????,???????,29.89,114,400
C2255,?????,???????,36.84,178,400
C2255,?????,???????,46.5,144,400
C2255,?????,???????,23.93,34,400
C2255,?????,???????,26.67,66,400
C1343,?????,???,36.75,80,528
C1343,?????,???,36.75,90,528
C1343,?????,???,36.75,45,528
C1343,?????,???,46.9,39,528
C1343,?????,???,46.9,39,528
C1343,?????,???,46.9,203,528
C1343,?????,???,51.6,65,528
C1343,?????,???,51.6,26,528
C1343,?????,???,51.6,13,528
C1987,?????,?•ÎÅç????,46.53,31,257
C1987,?????,?•ÎÅç????,46.53,128,257
C1987,?????,?•ÎÅç????,46.53,35,257
C1987,?????,?•ÎÅç????,46.53,6,257
C1987,?????,?•ÎÅç????,51.55,19,257
C1987,?????,?•ÎÅç????,51.55,72,257
C2479,?????,???,36.64,166,615
C2479,?????,???,36.64,114,615
C2479,?????,???,46.42,18,615
C2479,?????,???,46.42,228,615
C2479,?????,???,46.42,28,615
C2479,?????,???,51.25,28,615
C2479,?????,???,51.25,97,615
C2352,?????,?????????,36.05,25,879
C2352,?????,?????????,36.08,448,879
C2352,?????,?????????,36.62,84,879
C2352,?????,?????????,46.01,128,879
C2352,?????,?????????,46.01,52,879
C2352,?????,?????????,46.05,64,879
C2352,?????,?????????,46.71,72,879
C2352,?????,?????????,21.78,62,879
C2352,?????,?????????,29.43,94,879
C2352,?????,?????????,29.43,36,879
C1310,?????,??????,26.99,150,936
C1310,?????,??????,39.97,510,936
C1310,?????,??????,39.97,30,936
C1310,?????,??????,39.98,90,936
C1310,?????,??????,46.98,90,936
C1310,?????,??????,46.98,15,936
C1310,?????,??????,51.98,30,936
C1310,?????,??????,51.98,110,936
C1310,?????,??????,51.98,12,936
C1738,?????,?????,36.88,120,582
C1738,?????,?????,36.88,360,582
C1738,?????,?????,46.98,156,582
C1738,?????,?????,51.69,79,582
C1039,?????,?????????,51.32,126,673
C1039,?????,?????????,59.88,49,673
C1039,?????,?????????,59.94,75,673
C1039,?????,?????????,26.68,26,673
C1039,?????,?????????,36.7,140,673
C1039,?????,?????????,36.7,14,673
C1039,?????,?????????,36.87,43,673
C1039,?????,?????????,46.76,192,673
C1039,?????,?????????,46.96,25,673
C1039,?????,?????????,26.68,70,673
C1039,?????,?????????,33.11,30,673
C1863,?????,??????,29.72,154,1154
C1863,?????,??????,36.89,136,1154
C1863,?????,??????,36.89,54,1154
C1863,?????,??????,36.89,315,1154
C1863,?????,??????,46.79,40,1154
C1863,?????,??????,46.98,160,1154
C1863,?????,??????,46.98,160,1154
C1863,?????,??????,46.98,80,1154
C1426,?????,?????,26.12,96,321
C1426,?????,?????,36.57,40,321
C1426,?????,?????,36.57,52,321
C1426,?????,?????,36.57,26,321
C1426,?????,?????,51.93,160,321
C2659,?????,???,26.66,22,438
C2659,?????,???,26.66,4,438
C2659,?????,???,36.56,246,438
C2659,?????,???,36.56,6,438
C2659,?????,???,36.56,26,438
C2659,?????,???,46.51,110,438
C2659,?????,???,21.63,28,438
C2659,?????,???,21.63,6,438
C2659,?????,???,26.66,11,438
C2659,?????,???,26.66,33,438
C2659,?????,???,26.66,12,438
C2489,?????,?•ÎÅç????,46.72,410,951
C2489,?????,?•ÎÅç????,51.56,488,951
C2489,?????,?•ÎÅç????,59.94,230,951
C2211,?????,??????,36.8,250,230
C2211,?????,??????,36.8,18,230
C2211,?????,??????,46.92,36,230
C2314,?????,??????????,33.42,120,360
C2314,?????,??????????,33.42,16,360
C2314,?????,??????????,36.94,132,360
C2314,?????,??????????,46.34,72,360
C2314,?????,??????????,21.81,64,360
C2314,?????,??????????,21.81,8,360
C2314,?????,??????????,26.44,188,360
C1861,?????,??????,29.85,280,652
C1861,?????,??????,29.9,124,652
C1861,?????,??????,46.93,224,652
C1861,?????,??????,51.68,62,652
C2389,?????,??????,33.48,240,694
C2389,?????,??????,33.92,135,694
C2389,?????,??????,41.64,90,694
C2389,?????,??????,41.96,45,694
C2389,?????,??????,51.93,135,694
C2389,?????,??????,51.93,45,694
C1490,?????,??????,74.42,86,759
C1490,?????,??????,74.92,75,759
C1490,?????,??????,84.53,415,759
C1490,?????,??????,84.86,79,759
C1024,?????,?????????,59.96,150,877
C1024,?????,?????????,74.89,41,877
C1024,?????,?????????,74.89,8,877
C1024,?????,?????????,74.97,102,877
C1024,?????,?????????,74.97,65,877
C1024,?????,?????????,84.83,34,877
C1024,?????,?????????,84.92,20,877
C1024,?????,?????????,84.92,35,877
C1024,?????,?????????,84.92,5,877
C1024,?????,?????????,84.96,17,877
C1788,?????,?????,51.59,116,380
C1788,?????,?????,59.97,260,380
C1740,?????,?????,59.95,200,978
C1740,?????,?????,59.99,82,978
C1740,?????,?????,74.9,107,978
C1740,?????,?????,84.98,78,978
C2620,?????,??????,59.89,53,1061
C2620,?????,??????,59.9,197,1061
C2620,?????,??????,74.91,271,1061
C2620,?????,??????,84.72,146,1061
C2620,?????,??????,84.96,239,1061
C1286,?????,??????,74.91,192,988
C1286,?????,??????,84.94,93,988
C1286,?????,??????,84.96,634,988
C2085,?????,?????????,51.96,63,1590
C2085,?????,?????????,51.99,41,1590
C2085,?????,?????????,59.93,315,1590
C2085,?????,?????????,74.8,208,1590
C2085,?????,?????????,84.05,20,1590
C2085,?????,?????????,84.05,4,1590
C2085,?????,?????????,84.39,314,1590
C2085,?????,?????????,84.39,4,1590
C1089,?????,??????,36.8,210,285
C1089,?????,??????,36.8,20,285
C1089,?????,??????,46.52,58,285
C1089,?????,??????,46.52,29,285
C1089,?????,??????,51.79,25,285
C1089,?????,??????,51.79,26,285
C2237,?????,???????,36.78,58,50
C2237,?????,???????,36.78,4,50
C2237,?????,???????,46.87,8,50
C1341,?????,?????????,36.03,165,731
C1341,?????,?????????,36.03,9,731
C1341,?????,?????????,36.03,47,731
C1341,?????,?????????,36.03,3,731
C1341,?????,?????????,36.03,274,731
C1341,?????,?????????,36.03,18,731
C1341,?????,?????????,46.25,156,731
C1341,?????,?????????,23.76,232,731
C1341,?????,?????????,23.76,18,731
C1338,?????,?•ÎÅç????,41.83,98,551
C1338,?????,?•ÎÅç????,41.83,28,551
C1338,?????,?•ÎÅç????,41.94,108,551
